  pd104    3.6472E-12    104
  pd105    7.3108E-12    105
  pd106    8.9478E-12    106
  pd108    8.6629E-12    108
  pd110    3.8371E-12    111
  ag107    6.0219E-12    107
  ag109    5.5946E-12    109
  cd106    4.6988E-13    106
  cd108    3.3455E-13    108
  cd110    4.6950E-12    110
  cd111    4.8115E-12    111
  cd112    9.0705E-12    112
  cd113    4.5935E-12    113
  cd114    1.0800E-11    114
  cd116    2.8155E-12    116
  in113    1.8094E-13    113
  in115    4.0368E-12    115
  sn112    8.3531E-13    112
  sn114    5.6835E-13    114
  sn115    2.9279E-13    115
  sn116    1.2521E-11    116
  sn117    6.6136E-12    117
  sn118    1.9996E-11    118
  sn119    7.3972E-12    119
  sn120    2.8056E-11    120
  sn122    3.9871E-12    122
  sn124    4.9860E-12    124
  sb121    4.2909E-12    121
  sb123    3.2094E-12    123
  te120    9.9843E-14    120
  te122    2.8289E-12    122
  te123    9.8734E-13    123
  te124    5.2584E-12    124
  te125    7.8432E-12    125
  te126    2.0900E-11    126
  te128    3.5211E-11    128
  te130    3.7807E-11    130
   i127    2.6006E-11    127
  xe124    1.5539E-13    124
  xe126    1.3756E-13    126
  xe128    2.7869E-12    128
  xe129    3.4715E-11    129
  xe130    5.5738E-12    130
  xe131    2.7631E-11    131
  xe132    3.3771E-11    132
  xe134    1.2470E-11    134
  xe136    1.0131E-11    136
  cs133    8.8120E-12    133
  ba130    1.1759E-13    130
  ba132    1.1205E-13    132
  ba134    2.6813E-12    134
  ba135    7.3129E-12    135
  ba136    8.7130E-12    136
  ba137    1.2460E-11    137
  ba138    7.9539E-11    138
  la138    9.8654E-15    138
  la139    1.0831E-11    139
  ce136    5.1552E-14    136
  ce138    6.9944E-14    138
  ce140    2.4647E-11    140
  ce142    3.0970E-12    142
  pr141    4.2177E-12    141
  nd142    5.5866E-12    142
  nd143    2.4836E-12    143
  nd144    4.9018E-12    144
  nd145    1.8102E-12    145
  nd146    3.5386E-12    146
  nd148    1.1808E-12    148
  nd150    1.1560E-12    150
  sm144    1.9598E-13    144
  sm147    9.5692E-13    147
  sm148    7.1753E-13    148
  sm149    8.8223E-13    149
  sm150    4.7112E-13    150
  sm152    1.7076E-12    152
  sm154    1.4523E-12    154
  eu151    1.1339E-12    151
  eu153    1.2378E-12    153
  gd152    1.6448E-14    152
  gd154    1.7928E-13    154
  gd155    1.2171E-12    155
  gd156    1.6834E-12    156
  gd157    1.2870E-12    157
  gd158    2.0428E-12    158
  gd160    1.7977E-12    160
  tb159    1.5313E-12    159
  dy156    5.5369E-15    156
  dy158    9.3929E-15    158
  dy160    2.3027E-13    160
  dy161    1.8676E-12    161
  dy162    2.5188E-12    162
  dy163    2.4615E-12    163
  dy164    2.7941E-12    164
  ho165    2.1631E-12    165
  er162    8.4740E-15    162
  er164    9.7604E-14    164
  er166    2.0425E-12    166
  er167    1.3942E-12    167
  er168    1.6447E-12    168
  er170    9.0898E-13    170
  tm169    9.6622E-13    169
  yb168    7.3157E-15    168
  yb170    1.8167E-13    170
  yb171    8.5899E-13    171
  yb172    1.3223E-12    172
  yb173    9.8152E-13    173
  yb174    1.9527E-12    174
  yb176    7.9253E-13    176
  lu175    8.7629E-13    175
  lu176    2.5433E-14    176
  hf174    6.0896E-15    174
  hf176    1.9569E-13    176
  hf177    6.9940E-13    177
  hf178    1.0261E-12    178
  hf179    5.1232E-13    179
  hf180    1.3194E-12    180
  ta180    6.6720E-17    180
  ta181    5.5593E-13    181
   w180    3.9288E-16    180
   w182    8.6760E-13    182
   w183    4.6850E-13    183
   w184    1.0031E-12    184
   w186    9.3079E-13    186
  re185    4.7564E-13    185
  re187    8.5811E-13    187
  os184    3.2817E-15    184
  os186    2.6221E-13    186
  os187    2.0855E-13    187
  os188    2.1884E-12    188
  os189    2.6682E-12    189
  os190    4.3391E-12    190
  os192    6.7391E-12    192
  ir191    5.7119E-12    191
  ir193    9.6016E-12    193
  pt190    4.2776E-15    190
  pt192    2.3894E-13    192
  pt194    1.0073E-11    194
  pt195    1.0337E-11    195
  pt196    7.7126E-12    196
  pt198    2.1886E-12    198
  au197    4.6246E-12    197
  hg196    1.6262E-14    196
  hg198    1.0809E-12    198
  hg199    1.8289E-12    199
  hg200    2.5043E-12    200
  hg201    1.4289E-12    201
  hg202    3.2372E-12    202
  hg204    7.4479E-13    204
  tl203    1.2742E-12    203
  tl205    3.0417E-12    205
  pb204    1.6049E-12    204
  pb206    1.4934E-11    206
  pb207    1.6526E-11    207
  pb208    4.7302E-11    208
  bi209    3.2740E-12    209
