 #pulse    Mcore         M_csh         t_csh         Ddredge       lambda        DMh           THeshell       Tbce       THshell     interpulse       Mtot         MaxL          MaxLHe       maxR	   Mbol		Teff
  11   6.484902E-01  1.603949E-02  1.171890E+02  0.000000E+00  0.000000E+00  4.619181E-03  2.464720E+08  0.000000E+00  0.000000E+00  4.729035E+04  3.249806E+00  0.000000E+00  2.488722E+06  0.000000E+00  9.999900E+04  9.999900E+04
  12   6.532277E-01  1.549572E-02  1.030326E+02  0.000000E+00  0.000000E+00  4.686654E-03  2.487300E+08  0.000000E+00  0.000000E+00  4.592816E+04  3.249731E+00  0.000000E+00  2.818885E+06  0.000000E+00  9.999900E+04  9.999900E+04
  13   6.580001E-01  1.504898E-02  9.865288E+01  8.922815E-05  1.885794E-02  4.731596E-03  2.514861E+08  0.000000E+00  0.000000E+00  4.441848E+04  3.249624E+00  0.000000E+00  3.327360E+06  0.000000E+00  9.999900E+04  9.999900E+04
  14   6.627184E-01  1.458102E-02  1.018208E+02  2.703071E-04  5.622644E-02  4.807472E-03  2.538312E+08  0.000000E+00  0.000000E+00  4.297330E+04  3.249467E+00  0.000000E+00  3.853996E+06  0.000000E+00  9.999900E+04  9.999900E+04
  15   6.673225E-01  1.418829E-02  1.050431E+02  6.644726E-04  1.363170E-01  4.874468E-03  2.566758E+08  0.000000E+00  0.000000E+00  4.160229E+04  3.249240E+00  0.000000E+00  4.560735E+06  0.000000E+00  9.999900E+04  9.999900E+04
  16   6.717196E-01  1.393569E-02  9.582387E+01  1.136720E-03  2.245814E-01  5.061507E-03  2.600168E+08  0.000000E+00  0.000000E+00  4.070974E+04  3.248910E+00  0.000000E+00  5.886428E+06  0.000000E+00  9.999900E+04  9.999900E+04
  17   6.758609E-01  1.370579E-02  9.893820E+01  1.688004E-03  3.198121E-01  5.278111E-03  2.636242E+08  0.000000E+00  0.000000E+00  4.015094E+04  3.248421E+00  0.000000E+00  7.624176E+06  0.000000E+00  9.999900E+04  9.999900E+04
  18   6.797071E-01  1.353043E-02  9.465689E+01  2.443135E-03  4.414682E-01  5.534112E-03  2.673184E+08  5.347350E+06  6.579486E+07  3.982682E+04  3.247689E+00  1.129285E+04  1.015248E+07  3.987647E+02 -5.412009E+00  3.037643E+03
  19   6.831849E-01  1.348501E-02  1.018828E+02  3.109157E-03  5.251115E-01  5.920947E-03  2.717509E+08  5.658608E+06  6.653120E+07  4.003184E+04  3.246542E+00  1.175850E+04  1.439349E+07  4.120431E+02 -5.455881E+00  3.020990E+03
  20   6.863227E-01  1.341027E-02  8.726418E+01  3.651142E-03  5.844648E-01  6.246984E-03  2.757374E+08  5.914570E+06  6.705883E+07  4.024494E+04  3.244769E+00  1.212405E+04  1.953865E+07  4.226050E+02 -5.489120E+00  3.006738E+03
  21   6.892038E-01  1.332402E-02  9.398605E+01  4.202247E-03  6.433075E-01  6.532252E-03  2.792871E+08  6.164194E+06  6.749773E+07  4.030171E+04  3.242098E+00  1.245046E+04  2.567569E+07  4.320841E+02 -5.517963E+00  2.995158E+03
  22   6.918414E-01  1.327288E-02  8.800121E+01  4.658878E-03  6.811353E-01  6.839871E-03  2.830288E+08  6.426508E+06  6.790890E+07  4.048445E+04  3.238061E+00  1.276327E+04  3.348023E+07  4.410984E+02 -5.544906E+00  2.984472E+03
  23   6.942496E-01  1.321715E-02  9.864496E+01  5.071104E-03  7.175726E-01  7.067025E-03  2.860300E+08  6.674604E+06  6.824198E+07  4.041939E+04  3.232130E+00  1.304359E+04  4.240144E+07  4.494615E+02 -5.568494E+00  2.974555E+03
  24   6.964790E-01  1.310807E-02  9.001862E+01  5.360484E-03  7.342570E-01  7.300556E-03  2.888823E+08  6.935784E+06  6.855229E+07  4.039006E+04  3.223367E+00  1.331151E+04  5.112626E+07  4.571004E+02 -5.590569E+00  2.965146E+03
  25   6.985343E-01  1.298797E-02  1.005792E+02  5.566061E-03  7.505767E-01  7.415712E-03  2.914617E+08  7.166368E+06  6.880954E+07  3.998236E+04  3.210880E+00  1.355120E+04  5.917209E+07  4.644759E+02 -5.609944E+00  2.956606E+03
  26   7.004877E-01  1.286739E-02  1.002521E+02  5.733609E-03  7.624943E-01  7.519543E-03  2.936283E+08  7.404458E+06  6.903866E+07  3.956925E+04  3.192943E+00  1.377897E+04  6.792297E+07  4.711945E+02 -5.628043E+00  2.948660E+03
  27   7.023300E-01  1.273525E-02  9.518749E+01  5.886436E-03  7.769980E-01  7.575870E-03  2.955691E+08  7.612068E+06  6.923575E+07  3.903793E+04  3.166321E+00  1.399007E+04  7.563086E+07  4.784898E+02 -5.644550E+00  2.938452E+03
  28   7.041054E-01  1.262665E-02  9.751124E+01  5.961120E-03  7.780293E-01  7.661819E-03  2.970837E+08  7.819202E+06  6.942994E+07  3.859914E+04  3.125457E+00  1.419511E+04  8.482904E+07  4.848041E+02 -5.660347E+00  2.930791E+03
  29   7.057630E-01  1.244551E-02  9.441297E+01  5.928397E-03  7.781290E-01  7.618785E-03  2.985451E+08  7.914868E+06  6.956496E+07  3.777430E+04  3.055924E+00  1.437224E+04  8.837634E+07  4.930591E+02 -5.673811E+00  2.916634E+03
  30   7.073992E-01  1.225913E-02  9.645407E+01  5.878925E-03  7.771685E-01  7.564545E-03  2.994952E+08  7.846430E+06  6.968049E+07  3.695159E+04  2.846384E+00  1.452771E+04  9.213526E+07  5.067030E+02 -5.685493E+00  2.889674E+03
  31   7.090123E-01  1.208180E-02  7.406367E+01  5.091906E-03  6.796398E-01  7.492065E-03  3.004017E+08  2.805318E+03  6.969238E+07  3.623068E+04  2.281314E+00  1.456723E+04  9.466058E+07  5.619933E+02 -5.688442E+00  2.765679E+03
  32   7.105731E-01  1.206279E-02  8.456923E+01  3.999472E-05  6.011845E-03  6.652653E-03  2.970116E+08  4.874731E+06  6.940615E+07  3.335517E+04  1.679508E+00  1.440912E+04  6.661346E+07  6.197542E+02 -5.676594E+00  2.648365E+03
  32   7.105731E-01  1.206279E-02  8.456923E+01  4.752576E-03  7.143881E-01  6.652653E-03  2.970116E+08  4.874731E+06  6.940615E+07  3.335517E+04  1.679508E+00  1.440912E+04  6.661346E+07  6.197542E+02 -5.676594E+00  2.648365E+03
